treatment,cluster_params,time,cluster_id,back_cluster_id,num_correct,num_wrong,total,order
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_32,none,27,0,27,44
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_31,none,117,0,117,45
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_30,none,41,0,41,46
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_29,none,17,0,17,47
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_28,none,35,0,35,48
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_27,none,9,0,9,49
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_26,none,13,0,13,50
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_25,none,37,0,37,51
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_24,none,18,0,18,52
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_23,none,21,0,21,53
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_22,none,19,0,19,54
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_21,none,13,0,13,55
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_20,none,52,0,52,56
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_19,none,18,0,18,57
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_18,none,83,0,83,58
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_17,none,60,0,60,59
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_16,none,10,0,10,60
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_15,none,12,0,12,61
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_14,none,17,0,17,62
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_13,none,326,0,326,63
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_12,none,73,0,73,64
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_11,none,235,0,235,65
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_10,none,95,0,95,66
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_9,none,141,0,141,67
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_-1,none,184,0,184,68
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_8,none,49,0,49,69
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_7,none,43,0,43,70
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_6,none,25,0,25,71
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_5,none,279,0,279,72
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_4,none,19,0,19,73
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_3,none,8,0,8,74
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_2,none,254,0,254,75
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_1,none,12,0,12,76
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,5000,5000_0,none,25,0,25,77
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_56,5000_NONE,0,28,28,131
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_77,5000_NONE,0,5,5,154
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_54,5000_NONE,0,7,7,129
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_42,5000_NONE,0,17,17,116
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_48,5000_NONE,0,26,26,122
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_43,5000_NONE,0,20,20,117
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_60,5000_NONE,0,5,5,136
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_61,5000_NONE,0,20,20,137
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_62,5000_NONE,0,8,8,138
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_63,5000_NONE,0,10,10,139
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_64,5000_NONE,0,37,37,140
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_49,5000_NONE,0,19,19,123
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_66,5000_NONE,0,8,8,142
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_67,5000_NONE,0,11,11,143
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_68,5000_NONE,0,19,19,144
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_69,5000_NONE,0,6,6,145
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_80,5000_NONE,0,6,6,158
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_52,5000_NONE,0,20,20,127
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_53,5000_NONE,0,14,14,128
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_24,5000_NONE,0,52,52,96
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_25,5000_NONE,0,81,81,97
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_26,5000_NONE,0,10,10,98
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_27,5000_NONE,0,94,94,99
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_20,5000_NONE,0,65,65,92
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_21,5000_NONE,0,19,19,93
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_22,5000_NONE,0,65,65,94
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_23,5000_NONE,0,75,75,95
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_46,5000_NONE,0,19,19,120
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_47,5000_NONE,0,33,33,121
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_44,5000_NONE,0,26,26,118
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_45,5000_NONE,0,9,9,119
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_28,5000_NONE,0,79,79,100
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_29,5000_NONE,0,6,6,101
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_40,5000_NONE,0,36,36,114
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_41,5000_NONE,0,14,14,115
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_1,5000_NONE,0,84,84,80
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_0,5000_NONE,0,73,73,79
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_3,5000_NONE,0,6,6,102
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_2,5000_NONE,0,64,64,91
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_5,5000_NONE,0,108,108,124
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_4,5000_NONE,0,107,107,113
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_7,5000_NONE,0,55,55,146
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_6,5000_NONE,0,17,17,135
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_9,5000_NONE,0,10,10,159
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_8,5000_NONE,0,261,261,157
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_78,5000_NONE,0,5,5,155
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_51,5000_NONE,0,19,19,126
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_39,5000_NONE,0,13,13,112
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_65,5000_NONE,0,15,15,141
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_76,5000_NONE,0,6,6,153
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_75,5000_NONE,0,7,7,152
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_38,5000_NONE,0,48,48,111
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_73,5000_NONE,0,9,9,150
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_72,5000_NONE,0,5,5,149
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_71,5000_NONE,0,15,15,148
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_70,5000_NONE,0,8,8,147
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_59,5000_NONE,0,10,10,134
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_79,5000_NONE,0,6,6,156
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_58,5000_NONE,0,12,12,133
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_11,5000_NONE,0,95,95,82
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_10,5000_NONE,0,58,58,81
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_13,5000_NONE,0,98,98,84
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_12,5000_NONE,0,37,37,83
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_15,5000_NONE,0,35,35,86
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_14,5000_NONE,0,34,34,85
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_17,5000_NONE,0,27,27,88
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_16,5000_NONE,0,159,159,87
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_19,5000_NONE,0,14,14,90
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_18,5000_NONE,0,42,42,89
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_31,5000_NONE,0,102,102,104
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_30,5000_NONE,0,33,33,103
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_37,5000_NONE,0,53,53,110
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_36,5000_NONE,0,56,56,109
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_35,5000_NONE,0,12,12,108
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_34,5000_NONE,0,13,13,107
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_33,5000_NONE,0,81,81,106
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_55,5000_NONE,0,5,5,130
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_74,5000_NONE,0,6,6,151
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_-1,5000_NONE,0,44,44,78
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_32,5000_NONE,0,12,12,105
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_57,5000_NONE,0,11,11,132
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,10000,10000_50,5000_NONE,0,41,41,125
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_56,10000_NONE,0,14,14,213
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_77,10000_NONE,0,10,10,236
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_54,10000_NONE,0,12,12,211
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_42,10000_NONE,0,13,13,198
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_48,10000_NONE,0,79,79,204
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_43,10000_NONE,0,28,28,199
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_60,10000_NONE,0,21,21,218
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_61,10000_NONE,0,28,28,219
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_62,10000_NONE,0,23,23,220
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_63,10000_NONE,0,26,26,221
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_64,10000_NONE,0,74,74,222
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_49,10000_NONE,0,33,33,205
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_66,10000_NONE,0,13,13,224
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_67,10000_NONE,0,22,22,225
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_68,10000_NONE,0,6,6,226
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_69,10000_NONE,0,7,7,227
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_52,10000_NONE,0,14,14,209
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_53,10000_NONE,0,7,7,210
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_24,10000_NONE,0,36,36,178
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_25,10000_NONE,0,25,25,179
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_26,10000_NONE,0,9,9,180
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_27,10000_NONE,0,133,133,181
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_20,10000_NONE,0,19,19,174
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_21,10000_NONE,0,71,71,175
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_22,10000_NONE,0,57,57,176
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_23,10000_NONE,0,10,10,177
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_46,10000_NONE,0,13,13,202
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_47,10000_NONE,0,22,22,203
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_44,10000_NONE,0,32,32,200
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_45,10000_NONE,0,56,56,201
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_28,10000_NONE,0,23,23,182
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_29,10000_NONE,0,123,123,183
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_40,10000_NONE,0,21,21,196
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_41,10000_NONE,0,14,14,197
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_1,10000_NONE,0,66,66,162
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_0,10000_NONE,0,46,46,161
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_3,10000_NONE,0,19,19,184
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_2,10000_NONE,0,13,13,173
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_5,10000_NONE,0,154,154,206
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_4,10000_NONE,0,19,19,195
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_7,10000_NONE,0,43,43,228
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_6,10000_NONE,0,103,103,217
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_9,10000_NONE,0,215,215,239
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_8,10000_NONE,0,32,32,238
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_78,10000_NONE,0,5,5,237
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_51,10000_NONE,0,6,6,208
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_39,10000_NONE,0,58,58,194
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_65,10000_NONE,0,19,19,223
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_76,10000_NONE,0,5,5,235
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_75,10000_NONE,0,11,11,234
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_38,10000_NONE,0,40,40,193
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_73,10000_NONE,0,10,10,232
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_72,10000_NONE,0,15,15,231
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_71,10000_NONE,0,20,20,230
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_70,10000_NONE,0,7,7,229
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_59,10000_NONE,0,21,21,216
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_58,10000_NONE,0,14,14,215
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_11,10000_NONE,0,40,40,164
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_10,10000_NONE,0,97,97,163
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_13,10000_NONE,0,29,29,166
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_12,10000_NONE,0,80,80,165
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_15,10000_NONE,0,65,65,168
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_14,10000_NONE,0,96,96,167
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_17,10000_NONE,0,29,29,170
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_16,10000_NONE,0,19,19,169
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_19,10000_NONE,0,68,68,172
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_18,10000_NONE,0,57,57,171
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_31,10000_NONE,0,10,10,186
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_30,10000_NONE,0,33,33,185
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_37,10000_NONE,0,15,15,192
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_36,10000_NONE,0,80,80,191
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_35,10000_NONE,0,83,83,190
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_34,10000_NONE,0,18,18,189
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_33,10000_NONE,0,42,42,188
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_55,10000_NONE,0,15,15,212
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_74,10000_NONE,0,6,6,233
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_-1,10000_NONE,0,41,41,160
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_32,10000_NONE,0,9,9,187
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_57,10000_NONE,0,23,23,214
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,15000,15000_50,10000_NONE,0,10,10,207
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_24,15000_NONE,0,50,50,258
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_25,15000_NONE,0,8,8,259
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_26,15000_NONE,0,79,79,260
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_27,15000_NONE,0,123,123,261
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_20,15000_NONE,0,60,60,254
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_21,15000_NONE,0,50,50,255
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_22,15000_NONE,0,15,15,256
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_23,15000_NONE,0,44,44,257
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_28,15000_NONE,0,61,61,262
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_29,15000_NONE,0,31,31,263
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_0,15000_NONE,0,48,48,241
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_4,15000_NONE,0,85,85,275
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_8,15000_NONE,0,35,35,319
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_59,15000_NONE,0,18,18,296
limited_res__rep_1,db_cluster__ep_0p1__mp_5__mode_both,20000,20000_58,15000_NONE,0,7,7,295
